᠐᠐᠐;41644030951275954395894481713610376955136092886673751406097283255175464400032;;;
᠐᠐᠑;47040037501986681620557032056757227477658842975818005788504768697944524812616;;;
᠐᠐᠒;82532640447145547661069758752991045921948612791137352595393808277010831199134;;;
᠐᠐᠓;24890019526227134316274005564428985268224797353403718742534280600015630035254;;;
᠐᠐᠔;61774502631677544271365540847621316493253416952845992296497130328786081040420;;;
᠐᠐᠕;9786986103689523471457164005240144133320873589587916230472694253804057391385;;;
᠐᠐᠖;11995887711064725520762456854694443051504880127994055565454007583834650272621;;;
᠐᠐᠗;54776548962216283547005040972444908686748587179851729228660661769525301880807;;;
᠐᠐᠘;98478755649126262352336437561674122128726724864777303913696090327664889752920;;;
᠐᠐᠙;14164340585916630507893024366411005146422828902539148500545320441245040543157;;;
᠐᠑᠐;43728851005393755752024503610617409816321848154878867256777704425162191585644;;;
᠐᠑᠑;79688343428835841741675229102949727833102790986645137262541255053435193639807;;;
᠐᠑᠒;78017966355340969159621823890689185787361477544315858485856925925179856693382;;;
᠐᠑᠓;83785218442097861572834468976391544978086736628388723739355040953533909780930;;;
᠐᠑᠔;39815865898673789757096186542871279189950577705749112711340327687764756680596;;;
᠐᠑᠕;72872514038957201149114699345505481654874921432811371803134677352986558236812;;;
᠐᠑᠖;18551218608988174968574756948712611925663702214313826392582142865315924609772;;;
᠐᠑᠗;5530509197841526416174233269080926890600472249333877504301023399269483894289;;;
᠐᠑᠘;32774445694014983148423799789604131160981331641744446749257588725425010116321;;;
᠐᠑᠙;86285218576729233417427934203627021647425658047466444030358850224802414320670;;;
᠐᠒᠐;60500813022048553019788088315450925238747152771187693774079219928156354518757;;;
᠐᠒᠑;27647824671325057679517175335206308702058690526104401536815101955820404093027;;;
᠐᠒᠒;13076363669037426779077470207027244660215691717242390268692430902837633112250;;;
᠐᠒᠓;12719478695583390260242655754270915664490814778576493247167150970610543446973;;;
᠐᠒᠔;104564429286563069295159880965672175785454838800103783085175661126542021024610;;;
᠐᠒᠕;1704456846693504933904643053393886941785971813982986600806890919304210641560;;;
᠐᠒᠖;22122384127068096459010942791484556510742087353989192131714072458205471592149;;;
᠐᠒᠗;63584171008970840328651733034315431799792323695220860531857759426999017268881;;;
᠐᠒᠘;75466122811026479561252260208611465938878652373094218556681653687189384486937;;;
᠐᠒᠙;58249533330979048249961679072916200770703103412611987929142306452189732083700;;;
᠐᠓᠐;51933544662854553530940615805104242092811376902636033806950957252576052850612;;;
᠐᠓᠑;341454526951605727380318151055070561701527319249940296473363548985791434220;;;
᠐᠓᠒;32336248404109750098960452090632878415810445226711323664173242842374786856052;;;
᠐᠓᠓;20266328438777526506112619262029881110988795309309116955625388823042685523507;;;
᠐᠓᠔;29413335236743590822868903847166240515189345071847786022310101627433023347684;;;
᠐᠓᠕;21926865074224116699838586500957108510286397228491894951639266960837896098339;;;
᠐᠓᠖;36939787894819955373811377821257280991056115641535356535830219671486905368019;;;
᠐᠓᠗;15851583027680405162627743567676774665317766469312209296476484399738765314069;;;
᠐᠓᠘;87022883634563824132462064707732031003728254748965327992880309785442558190093;;;
᠐᠓᠙;63378670235114302535848578730914955755399978173691490492362783637877727841819;;;
᠐᠔᠐;29646590092589849590875354967322888958402075567150732720084387142113131876692;;;
᠐᠔᠑;18043762297098402680869337178897439675497257964916135200553417382799896282187;;;
᠐᠔᠒;67576067831128560754515912200722560950485412084271815749050286327340076526163;;;
᠐᠔᠓;39733558436727424699245343134337810454954404337251342528841755951418678820214;;;
᠐᠔᠔;76856401913546041148342184336699821454964261192412962574430033008913699547994;;;
᠐᠔᠕;45511154664785514916125576808433286028249042621447431119397596831180644907743;;;
᠐᠔᠖;100257635984376885051217978706263088533758885202566951453613885037540523752384;;;
᠐᠔᠗;75835719479098176685255486745046883361737335079717745514704867177717854775766;;;
᠐᠔᠘;36318787747837915799596558364343922507045233704504648164327748669905618639440;;;
᠐᠔᠙;71921469097352468757768124439987151124516354425991065723406294529445654340567;;;
᠐᠕᠐;43784286755501311502566379787765885741394335513477810932579965136474394706181;;;
᠐᠕᠑;16607495645013802570616092953199301797025687163194329739846399329234255549458;;;
᠐᠕᠒;70678323282061198317186655409249722484459151130257123327423656026649575521218;;;
᠐᠕᠓;41217934172578373206111214139321630028210720618117662147995025765675992438697;;;
᠐᠕᠔;99085414038690852871443946888063846416190890701506059386577379893113722072513;;;
᠐᠕᠕;56577532196791090436930630836602896384097881419310406158698785553633759110038;;;
᠐᠕᠖;42024300157664170721990518863369023761692879843994148399480679903216639269181;;;
᠐᠕᠗;40020180196641328206137549198288552120621431612530940922438995465352275803056;;;
᠐᠕᠘;76861026955078037842910532112255036195424247346725734067497842235458753498608;;;
᠐᠕᠙;38355805587546221970892644732418038346973079295154266812877306155922568581979;;;
᠐᠖᠐;60256835083647097686940450818757493911681524200198630454158105750493808939955;;;
᠐᠖᠑;69779230472463017884804083438212471069243404021710379533240930790262383626792;;;
᠐᠖᠒;32080053326902464946730760250659559756982806995956506159663495393049463687396;;;
᠐᠖᠓;93040515871370109772150989254719938212876911168973456067830218606997881077123;;;
᠐᠖᠔;110857921234895263354887400511090375818743348695057829515058300678853816489826;;;
᠐᠖᠕;85556908283398658860346211641260718672056590582746045173375517548037369240803;;;
᠐᠖᠖;8670851250633650666381514004543871587711775193621014021393069007216927344154;;;
᠐᠖᠗;113791892150532356043919005489297995974826458353537845451650881070571041037312;;;
᠐᠖᠘;70378595091183140030757043923419727081418337791601505890361143586918169018451;;;
᠐᠖᠙;94050946237213807632650332924523633846302031812849401664390837629613251806584;;;
᠐᠗᠐;7590899482249540165389247825113465526764662951856441245051508707678363329085;;;
᠐᠗᠑;16710753639005128529446823743872078650444929733305153868386203303962865439996;;;
᠐᠗᠒;13718688531240585712955249488079200001052558696130350709181175293632743446334;;;
᠐᠗᠓;46371371517217412637922655134644436698652820157162005550751375893938693867390;;;
